genero;genero_diverso;edad;discapacidad;nivel_formacion;carrera_grado;tipo_universidad;provincia;region;id;rubro;dotacion;origen_capital;dotacion_rh;puesto;tipo_contratacion;funcion_rh;personas_a_cargo;anios_en_empresa;anios_en_puesto;anios_experiencia;sueldo_bruto;beneficios;bono;ajuste;ajuste_porcentaje;ajuste_mes;otros_proyectos;erp;nombre_area;mate;idioma_exigencia;idioma_porcentaje;contactos_linkedin;satisfaccion;busqueda;beneficios_expectativa;rh_una_palabra;pregunta_bizarra;teletrabajo;elementos;valoracion_gestion_empresa;es_lider;rangos_aumentos
Femenino;No;26;No tengo ninguna discapacidad;Secundario completo;RRHH / RRLL / RRTT;No estudié en la Universidad;Ciudad Autónoma de Buenos Aires;Centro;45;Servicios de salud;183;Nacional;2;Analista;Full time;Administración de personal;0;1.5;1.5;2;48200;Medicina prepaga / Plan de salud;No recibo bono;1 solo;5;NA;No;Tango;Oficina de Personal;Si, está permitido;No;0;1872;3;Sí, activamente;Idiomas, descuentos para algunas actividades, almuerzo pago, si estuviera lejos transporte, ajustes por inflación/ bonos, capacitaciones;Estrategia;No recuerdo;Si;No me enviaron ni reintegraron nada;2;0;Entre 1 y 10
Femenino;No;37;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Buenos Aires;Centro;46;"Alimentación; bebidas; tabaco";1700;Multinacional;25;Jefe;Full time;Administración de personal;3;12;4;18;107000;Medicina prepaga / Plan de salud, Gimnasio, Abono de celular, Comedor / Almuerzos;Un sueldo;1 solo;10;Julio;No;RH Pro;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;Entre 1 y 10
Femenino;No;23;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;San Juan;Cuyo;47;Servicios de salud;500;Nacional;4;Responsable;Full time;Compensaciones y beneficios;2;2;0;2;62000;Medicina prepaga / Plan de salud, Préstamos, Reintegros en capacitación, Home office;No recibo bono;1 solo;15;Septiembre;No;Tango;Desarrollo Humano;Si, está permitido;No;0;381;5;No estoy buscando cambiar;NA;Acción;NA;Voy rotando entre la oficina y el trabajo;Computadora / Laptop;4;1;Entre 11 y 20
Femenino;No;27;No tengo ninguna discapacidad;Universitario completo;Administración y sistemas;Universidad Privada;Buenos Aires;Centro;48;Producción de metales básicos;5350;Multinacional;160;Analista;Full time;People Analytics;0;3;1;3;218000;Medicina prepaga / Plan de salud, Vacaciones extendidas, Frutas y snacks, Préstamos, Posgrados, Home office, Comedor / Almuerzos, Charter / Servicio de transporte;Un sueldo;1 solo;10;Agosto;No;SAP / SuccessFactors;Recursos Humanos;Si, está permitido;Si;0.1;200;4;No estoy buscando cambiar;Más descuentos en negocios locales. Vivo en el interior de bsas y la mayoría de los descuentos estan en capital.;NA;Donde te ves en 5 años? Estas preguntas son ridiculas y mas en el contexto actual del pais. Uno se ve obligado a mentir para que lo contraten.;Si;No me enviaron ni reintegraron nada;2;0;Entre 1 y 10
Masculino;No;34;No tengo ninguna discapacidad;Terciario completo;RRHH / RRLL / RRTT;No estudié en la Universidad;San Juan;Cuyo;49;Construcción;350;Nacional;4;Responsable;Full time;Payroll / Liquidación de sueldos;0;12;10;12;73000;Medicina prepaga / Plan de salud;Un sueldo;1 solo;10;Febrero;Si, en emprendimiento relacionado con RRHH;CERES;Recursos Humanos;Si, está permitido;No;NA;300;3;No estoy buscando cambiar;Movilidad;Utilidad;Ninguna;Voy rotando entre la oficina y el trabajo;Computadora / Laptop;2;1;Entre 1 y 10
Femenino;No;43;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Ciudad Autónoma de Buenos Aires;Centro;50;Comercio;85;Nacional;2;Responsable;Full time;Generalista;1;1;2;10;75000;No tengo beneficios adicionales, Horarios flexibles, Home office;No recibo bono;No tuve ajustes;10;Agosto;Si, en emprendimiento relacionado con RRHH;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;No;0;13500;3;Sí, activamente;Alguno!;NEXO;Nc;Voy rotando entre la oficina y el trabajo;No me enviaron ni reintegraron nada;3;1;Entre 1 y 10
Femenino;No;26;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;San Juan;Cuyo;51;Servicios de salud;556;Nacional;3;Gerente;Full time;Diseño organizacional;2;3;2;4;80000;Tarjeta de descuento, Licencias extendidas, Frutas y snacks, Préstamos, Posgrados, Reintegros en capacitación, Home office, Comedor / Almuerzos;No recibo bono;1 solo;10;Septiembre;Si, en emprendimiento no relacionado con RRHH;Tango;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;Entre 1 y 10
Femenino;No;25;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;52;Educación;900;Nacional;7;HRBP;Full time;Generalista;0;1;1;4;56600;Vacaciones extendidas, Licencias extendidas, Abono de internet, Reintegros en capacitación;No recibo bono;1 solo;20;Marzo;No;SAP / SuccessFactors;Desarrollo Humano;Si, está permitido;No;0;400;4;No estoy buscando cambiar;NA;NA;NA;Si;Computadora / Laptop, Silla ergonómica, Abono de internet;5;0;Entre 11 y 20
Femenino;No;31;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;Córdoba;Centro;53;IT;80;Multinacional;5;Analista;Full time;Reclutamiento y selección;0;0;2;3;56000;Medicina prepaga / Plan de salud, Vacaciones extendidas, Frutas y snacks, Idiomas, Home office;No recibo bono;1 solo;9.5;Julio;No;Enlatado propio;Talento Humano;Si, está permitido;Si;0.2;5200;2;No,  pero escucho ofertas;Mayor flexibilidad, día libre de cumpleaños, libres las fiestas (navidad y año nuevo), home office 100% a elección, gimnasio, almuerzo pago, transporte en caso de ir a la oficina, capacitaciones y certificaciones, asistencia a congresos;Talento;Qué animal, planta u objeto serías y porque, y cuáles no.;Si;Computadora / Laptop;1;0;Entre 1 y 10
Femenino;No;30;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Buenos Aires;Centro;54;Industria autopartista;45;Nacional;1;Responsable;Full time;Administración de personal;1;5;5;5;69500;No tengo beneficios adicionales;No recibo bono;3 o más ajustes;12.69;Septiembre;No;Tango;Recursos Humanos;Si, está permitido;No;0;421;2;Sí, activamente;NA;NA;NA;No;No estoy trabajando en home office;4;1;Entre 11 y 20
Femenino;No;31;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;55;Otros;3000;Nacional;20;Analista;Plazo Fijo;Administración de personal;0;4;4;5;60000;Horarios flexibles;No recibo bono;1 solo;10;Marzo;No;SAP / SuccessFactors;Recursos Humanos;Si, está permitido;No;0;10;4;No,  pero escucho ofertas;Comedor y vacaciones extendidas;Necesario;No recuerdo.;NA;NA;NA;0;Entre 1 y 10
Femenino;No;43;No tengo ninguna discapacidad;Maestría en curso;RRHH / RRLL / RRTT;Universidad Privada;Ciudad Autónoma de Buenos Aires;Centro;56;"Alimentación; bebidas; tabaco";450;Nacional;4;Gerente;Full time;Generalista;10;2;2;15;225000;Medicina prepaga / Plan de salud, Licencias extendidas, Charter / Servicio de transporte;No recibo bono;1 solo;25;Marzo;No;No tenemos sistema de gestión;Recursos Humanos;No, está prohibido;No;0;25000;3;No,  pero escucho ofertas;Home office, flexibilidaf horaria,;Talentos;No tengo recuerdo;No;No estoy trabajando en home office;4;1;Entre 21 y 30
Masculino;No;49;No tengo ninguna discapacidad;Secundario completo;Abogacía;Universidad Privada;San Juan;Cuyo;57;"Transporte (incluyendo aviación civil; ferrocarriles por carretera)";215;Nacional;1;Responsable;Full time;Generalista;0;4;4;10;84000;Abono de celular, Comedor / Almuerzos;No recibo bono;No tuve ajustes;0;NA;No;No tenemos sistema de gestión;Recursos Humanos;No, está prohibido;No;0.1;20;5;No,  pero escucho ofertas;Bono anual;Mediador;NA;Voy rotando entre la oficina y el trabajo;No me enviaron ni reintegraron nada;4;1;Sin aumentos
Femenino;No;25;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Córdoba;Centro;58;IT;200;Nacional;5;Analista;Full time;Reclutamiento y selección;0;1;1;5;29000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Frutas y snacks;No recibo bono;1 solo;14;Junio;No;SUGAR CRM;Capital Humano;Si, está permitido;No;0.4;1500;4;No,  pero escucho ofertas;Home Office;CORAZON de la empresa;NA;Si;Computadora / Laptop;3;0;Entre 11 y 20
Masculino;No;38;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Córdoba;Centro;59;Comercio;86;Nacional;1;Responsable;Full time;Generalista;80;5;5;12;38500;Horarios flexibles, Vacaciones extendidas, Abono de celular, Préstamos, Combustible, Reintegros en capacitación;Menos de un sueldo;No tuve ajustes;0;Enero;No;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;No;0;30;3;Sí, activamente;Estabilidad;Pasión;Te gustan los gatos?;No;Computadora / Laptop;4;1;Sin aumentos
Masculino;No;29;No tengo ninguna discapacidad;Maestría en curso;RRHH / RRLL / RRTT;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;60;Función pública;25000;Nacional;50;Jefe;Full time;People Analytics;2;5;1;6;92000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Reintegros en capacitación, Home office;No recibo bono;1 solo;7;Octubre;No;Enlatado propio;Recursos Humanos;Si, está permitido;No;0.1;370;4;No,  pero escucho ofertas;Mas capacitación;Empatía;Religión;Si;Computadora / Laptop;3;1;Entre 1 y 10
Masculino;No;25;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;San Juan;Cuyo;61;Minería (carbón, otra minería);186;Nacional;2;Administrativo;Full time;Administración de personal;0;0;0;2;43954.43;No tengo beneficios adicionales;No recibo bono;No tuve ajustes;0;NA;No;Tango;Recursos Humanos;No, está prohibido;No;0;279;3;No,  pero escucho ofertas;Capacitaciones, Flexibilidad horaria, Bonos;Estratégico;NA;No;No estoy trabajando en home office, No me enviaron ni reintegraron nada;4;0;Sin aumentos
Femenino;No;35;No tengo ninguna discapacidad;Maestría completa;Psicología;Universidad Pública;Tucumán;NOA;62;Agro;1600;Nacional;11;Responsable;Full time;Reclutamiento y selección;2;2;2;9;103000;Medicina prepaga / Plan de salud, Abono de celular, Préstamos, Reintegros en capacitación, Comedor / Almuerzos;Un sueldo;2 ajustes;55;Agosto;Si, en emprendimiento no relacionado con RRHH;BUENOS AIRES SOFTWARE;Gestión de Personas;Si, está permitido;No;0;4500;4;Sí, activamente;Tener la experiencia de trabajar en una multinacional;Gestión;Ninguna bizarra;Voy rotando entre la oficina y el trabajo;Computadora / Laptop;4;1;Más de 30
Femenino;No;28;No tengo ninguna discapacidad;Maestría en curso;Psicología;Universidad Privada;Córdoba;Centro;63;IT;300;Nacional;6;Analista;Full time;Capacitación y desarrollo;0;0;0;10;29400;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Frutas y snacks, Idiomas, Comedor / Almuerzos;Menos de un sueldo;1 solo;46;Agosto;Si, en emprendimiento relacionado con RRHH;Tango;Recursos Humanos;Si, está permitido;No;0.1;6100;3;Sí, activamente;servicios de streaming, formaciones, planes de salud completo, posibilidad de gestión para clientes del exterior;Empatía;No recuerdo;Voy rotando entre la oficina y el trabajo;Computadora / Laptop;3;0;Más de 30
Femenino;No;33;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Corrientes;NEA;64;Servicios de salud;117;Nacional;2;Administrativo;Full time;Generalista;0;3;3;4;44840;No tengo beneficios adicionales;No recibo bono;2 ajustes;4;Mayo;Si, en emprendimiento no relacionado con RRHH;No tenemos sistema de gestión;Oficina de Personal;No, está prohibido;No;0;500;1;No,  pero escucho ofertas;Horario flexible;Desarrollo;Pensás tener hijos?;No;No me enviaron ni reintegraron nada;1;0;Entre 1 y 10
Masculino;No;36;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;San Juan;Cuyo;65;"Textiles; vestido; cuero; calzado";450;Multinacional;5;Analista;Full time;Administración de personal;0;1;1;10;35000;No tengo beneficios adicionales, Comedor / Almuerzos;No recibo bono;No tuve ajustes;0;NA;No;HR Process;Recursos Humanos;Si, está permitido;No;0;2905;3;No,  pero escucho ofertas;Obra social prepaga;Sinergia;NA;No;No me enviaron ni reintegraron nada;3;0;Sin aumentos
Femenino;No;33;Visual;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;San Juan;Cuyo;66;Otros;50;Multinacional;4;Analista;Plazo Fijo;Reclutamiento y selección;0;0;1;4;30000;No tengo beneficios adicionales;No recibo bono;No tuve ajustes;10;Julio;Si, en emprendimiento relacionado con RRHH;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;Si;0.1;50;2;Sí, activamente;Obra social, almuerzo, gym;Empatia;No he tenido preguntas bizarras;No;No estoy trabajando en home office;2;0;Entre 1 y 10
Femenino;No;33;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;67;IT;20;Nacional;1;Responsable;Full time;Generalista;0;1;4;10;95000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Gimnasio, Combustible, Home office;Un sueldo;2 ajustes;35;Septiembre;No;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;No;NA;20000;5;No estoy buscando cambiar;NA;NA;NA;NA;NA;NA;1;Más de 30
Femenino;No;28;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;San Juan;Cuyo;68;Construcción;200;Nacional;5;Analista;Full time;Administración de personal;0;2;3;5;60000;No tengo beneficios adicionales, Comedor / Almuerzos;No recibo bono;No tuve ajustes;15;Febrero;Si, en proyectos ad honorem;Tango;Recursos Humanos;Si, está permitido;No;0.3;500;3;No,  pero escucho ofertas;NA;NA;NA;Voy rotando entre la oficina y el trabajo;Computadora / Laptop;3;0;Entre 11 y 20
Femenino;No;27;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Salta;NOA;69;Construcción;80;Nacional;1;Responsable;Full time;Administración de personal;0;3;3;2;50000;No tengo beneficios adicionales;Un sueldo;1 solo;10;Junio;No;No tenemos sistema de gestión;Recursos Humanos;Si, está permitido;No;0.6;1600;3;Sí, activamente;Horarios flexibles;Eslabon;Porque no estoy casada;No;No estoy trabajando en home office;3;1;Entre 1 y 10
Femenino;No;36;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;70;Servicios de correos, y de telecomunicaciones;400;Nacional;6;Responsable;Full time;Payroll / Liquidación de sueldos;2;9;4;13;120000;Medicina prepaga / Plan de salud, Gimnasio, Frutas y snacks, Abono de celular, Préstamos, Idiomas, Home office, Comedor / Almuerzos;Menos de un sueldo;2 ajustes;14;Julio;No;Pectra;Recursos Humanos;Si, está permitido;No;0;834;4;Sí, activamente;Mas dias home;colaboración;como te ves de acá a 5 años.;Si;No me enviaron ni reintegraron nada;3;1;Entre 11 y 20
Masculino;No;27;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;71;Servicios de salud;400;Nacional;4;Analista;Full time;Payroll / Liquidación de sueldos;0;3;3;5;55000;Medicina prepaga / Plan de salud, Horarios flexibles;No recibo bono;No tuve ajustes;8;Febrero;No;Bejerman;Oficina de Personal;Si, está permitido;No;0;4000;3;No,  pero escucho ofertas;Clases de inglés y descuentos en universidades y centros de capacitación.;Mejorar;No recuerdo ninguna fuera de lugar;Voy rotando entre la oficina y el trabajo;No me enviaron ni reintegraron nada;2;0;Entre 1 y 10
Masculino;Si;35;No tengo ninguna discapacidad;Universitario en curso;RRHH / RRLL / RRTT;Universidad Privada;San Juan;Cuyo;72;Construcción;600;Nacional;5;Analista;Full time;Administración de personal;0;1;1;15;75000;Comedor / Almuerzos;No recibo bono;1 solo;12;Abril;No;Tango;Recursos Humanos;Si, está permitido;No;0;2500;4;No,  pero escucho ofertas;NA;NA;NA;No;No estoy trabajando en home office;5;0;Entre 11 y 20
Femenino;No;31;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Privada;Ciudad Autónoma de Buenos Aires;Centro;73;Oil & gas;60000;Multinacional;2500;Analista;Full time;Reclutamiento y selección;0;1;1;10;105000;Medicina prepaga / Plan de salud, Vacaciones extendidas, Frutas y snacks, Idiomas, Home office;Un sueldo;1 solo;26;Abril;No;Workday;Recursos Humanos;Si, está permitido;Si;0.9;7700;4;No,  pero escucho ofertas;Trabajo flexible, almuerzo;Area que gestiona carrera y vida laboral de las personas;NA;Si;Computadora / Laptop, Silla ergonómica, Abono de internet;5;0;Entre 21 y 30
Femenino;No;28;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Corrientes;NEA;74;Otros;250;Nacional;2;Gerente;Full time;La mayoría de los nombrados con iguales condiciones de importancia y prioridad;1;3;3;12;140000;Medicina prepaga / Plan de salud, Tarjeta de descuento, Horarios flexibles, Licencias extendidas, Gimnasio, Seguro de vida (adicionales a los de ley), Préstamos, Combustible, Reintegros en capacitación, Comedor / Almuerzos;Dos sueldos;3 o más ajustes;35;Septiembre;Si, en emprendimiento relacionado con RRHH;Tango;Recursos Humanos;Si, está permitido;No;0.3;0;5;No estoy buscando cambiar;Son excelentes todos los que tengo;Empatía;Le pedí que me venda una lapicera, (la persona no la había probado antes) la cual no funcionaba, se la devolví y le pedí reembolso jaja me sentí muy cruel;No;No estoy trabajando en home office;4;1;Más de 30
Masculino;No;29;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Buenos Aires;Centro;75;Industrias químicas;460;Nacional;5;Responsable;Full time;Administración de personal;0;8;3;10;116000;No tengo beneficios adicionales;No recibo bono;2 ajustes;15;Agosto;No;Enlatado propio;Oficina de Personal;No, está prohibido;No;0;170;1;Sí, activamente;Flexibilidad horaria, comedor en planta, bono;Dinamismo;Si fueses un animal, cual serías?;No;No estoy trabajando en home office;1;1;Entre 11 y 20
Femenino;No;29;No tengo ninguna discapacidad;Universitario completo;RRHH / RRLL / RRTT;Universidad Pública;Ciudad Autónoma de Buenos Aires;Centro;76;IT;250;Multinacional;8;Analista;Full time;Reclutamiento y selección;0;2;2;5;80000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Licencias extendidas, Frutas y snacks, Abono de internet, Home office;Dos sueldos;3 o más ajustes;23.7;Agosto;No;No tenemos sistema de gestión;Employee Services;Si, está permitido;Si;0.9;1298;4;No estoy buscando cambiar;Descuentos para Posgrados/Maestrias;Soporte;NA;Si;Computadora / Laptop, Abono de internet;4;0;Entre 21 y 30
Femenino;No;32;No tengo ninguna discapacidad;Universitario completo;Psicología;Universidad Pública;Buenos Aires;Centro;77;Servicios de consultoría;400;Multinacional;8;Analista;Full time;Capacitación y Desarrollo + Bienestar + RSE;0;4;2;8;67000;Medicina prepaga / Plan de salud, Horarios flexibles, Vacaciones extendidas, Frutas y snacks, Seguro de vida (adicionales a los de ley), Préstamos, Idiomas, Home office;No recibo bono;2 ajustes;22;Octubre;No;SAP / SuccessFactors;Peolple Operations & Development;Si, está permitido;No;0.3;4664;4;No estoy buscando cambiar;Traslado a la oficina, almuerzos o tarjetas para snacks, home office indefinido;Empatía;no recuerdo;Si;Computadora / Laptop;4;0;Entre 21 y 30
